user_id,language_id,proficiency
e8e1c68f-c4a9-495a-89ba-a67a4ab0c32e,e6a76862-a76d-433e-987a-e0eb9c92f281,native
a2e936a7-7186-45c8-8868-f4d826eeb864,7501fc06-284a-4834-a105-4ab7f78e8610,conversational
80e20a68-1053-46a0-b7cd-302fc90ad627,9423db92-96c8-4d76-b95e-c9cc15854ce5,native
80e20a68-1053-46a0-b7cd-302fc90ad627,8efe2c4e-1258-4530-a461-e750f00d5192,beginner
e918ae65-c7bf-4494-a8d4-4c983a923cf4,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,native
e918ae65-c7bf-4494-a8d4-4c983a923cf4,8efe2c4e-1258-4530-a461-e750f00d5192,beginner
d8b0e2bb-459d-48f1-b42f-31a6bbddf77e,fc4c07d8-900d-4ef5-b080-34c64e26d848,beginner
d8b0e2bb-459d-48f1-b42f-31a6bbddf77e,e6a76862-a76d-433e-987a-e0eb9c92f281,conversational
8b4db567-6b55-4919-a469-a526a882589a,7eb0f2fa-ba6d-4a75-a4d2-61c8aaa10f46,beginner
8b4db567-6b55-4919-a469-a526a882589a,9423db92-96c8-4d76-b95e-c9cc15854ce5,native
8b4db567-6b55-4919-a469-a526a882589a,fc4c07d8-900d-4ef5-b080-34c64e26d848,fluent
98146436-8ead-46c6-9ea5-772d2205afcf,e6a76862-a76d-433e-987a-e0eb9c92f281,beginner
98146436-8ead-46c6-9ea5-772d2205afcf,b5e6b17c-21a2-4c5f-94f2-b53c1b459572,fluent
25accb22-0a57-4ad6-b6dd-e759cfc1b551,fc4c07d8-900d-4ef5-b080-34c64e26d848,conversational
ccdfc525-a373-48a0-a44f-89caab65176a,7eb0f2fa-ba6d-4a75-a4d2-61c8aaa10f46,native
ccdfc525-a373-48a0-a44f-89caab65176a,8efe2c4e-1258-4530-a461-e750f00d5192,conversational
ae78ff3d-f828-4ce3-aa58-7efc285cc5e7,b5e6b17c-21a2-4c5f-94f2-b53c1b459572,beginner
ae78ff3d-f828-4ce3-aa58-7efc285cc5e7,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,fluent
05d82f52-c13d-4578-923e-9c84c141f52a,e6a76862-a76d-433e-987a-e0eb9c92f281,conversational
05d82f52-c13d-4578-923e-9c84c141f52a,fc4c07d8-900d-4ef5-b080-34c64e26d848,fluent
a473bdba-d0c5-4c98-bf2a-78fa4a8fc4c8,7eb0f2fa-ba6d-4a75-a4d2-61c8aaa10f46,conversational
a473bdba-d0c5-4c98-bf2a-78fa4a8fc4c8,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,native
835d6d27-05e7-4e0e-9474-455337d95b16,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,native
835d6d27-05e7-4e0e-9474-455337d95b16,e6a76862-a76d-433e-987a-e0eb9c92f281,native
e76d848f-664e-478a-a6ae-a24c63e70cd7,e6a76862-a76d-433e-987a-e0eb9c92f281,beginner
e76d848f-664e-478a-a6ae-a24c63e70cd7,7501fc06-284a-4834-a105-4ab7f78e8610,beginner
4fd5e63e-f43a-4015-a41c-fabe5d3649d9,7eb0f2fa-ba6d-4a75-a4d2-61c8aaa10f46,beginner
793d8c87-5653-483a-95ab-4b8e97f8a35b,9423db92-96c8-4d76-b95e-c9cc15854ce5,conversational
793d8c87-5653-483a-95ab-4b8e97f8a35b,7987428a-4751-472e-88e2-5ff4598d5372,conversational
793d8c87-5653-483a-95ab-4b8e97f8a35b,7501fc06-284a-4834-a105-4ab7f78e8610,fluent
1f95ee40-8255-40d3-aa20-abd311effafb,8efe2c4e-1258-4530-a461-e750f00d5192,native
1f95ee40-8255-40d3-aa20-abd311effafb,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,conversational
1f95ee40-8255-40d3-aa20-abd311effafb,e6a76862-a76d-433e-987a-e0eb9c92f281,conversational
2d97ddae-92ab-4e58-a330-839180ad095d,8efe2c4e-1258-4530-a461-e750f00d5192,conversational
2d97ddae-92ab-4e58-a330-839180ad095d,fc4c07d8-900d-4ef5-b080-34c64e26d848,native
2d97ddae-92ab-4e58-a330-839180ad095d,b5e6b17c-21a2-4c5f-94f2-b53c1b459572,native
90a9d186-482c-49a6-b239-b4f579eea7a3,b5e6b17c-21a2-4c5f-94f2-b53c1b459572,conversational
90a9d186-482c-49a6-b239-b4f579eea7a3,7987428a-4751-472e-88e2-5ff4598d5372,fluent
c0c477b5-07d8-4fb0-bfb1-f1966dbb12af,e6a76862-a76d-433e-987a-e0eb9c92f281,conversational
c0c477b5-07d8-4fb0-bfb1-f1966dbb12af,fc4c07d8-900d-4ef5-b080-34c64e26d848,fluent
c0c477b5-07d8-4fb0-bfb1-f1966dbb12af,8efe2c4e-1258-4530-a461-e750f00d5192,fluent
ad0d042d-e3e3-448f-9720-4633ac6e9604,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,beginner
42398576-01e9-42ff-8738-69490c7fad47,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,native
42398576-01e9-42ff-8738-69490c7fad47,7eb0f2fa-ba6d-4a75-a4d2-61c8aaa10f46,native
fce7cfe5-e278-4d7b-af7e-54aaa7e5f40a,e6a76862-a76d-433e-987a-e0eb9c92f281,native
fce7cfe5-e278-4d7b-af7e-54aaa7e5f40a,7eb0f2fa-ba6d-4a75-a4d2-61c8aaa10f46,conversational
fce7cfe5-e278-4d7b-af7e-54aaa7e5f40a,9423db92-96c8-4d76-b95e-c9cc15854ce5,fluent
5f86de62-8dbf-409f-a992-49fa1cdf5e5c,e6a76862-a76d-433e-987a-e0eb9c92f281,beginner
5f86de62-8dbf-409f-a992-49fa1cdf5e5c,9423db92-96c8-4d76-b95e-c9cc15854ce5,conversational
5f86de62-8dbf-409f-a992-49fa1cdf5e5c,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,fluent
7b2c402b-31a4-4520-9c27-ec7ad4b0d7a9,9423db92-96c8-4d76-b95e-c9cc15854ce5,fluent
65c670c6-2728-485b-877c-9769a8f95ce9,9423db92-96c8-4d76-b95e-c9cc15854ce5,conversational
65c670c6-2728-485b-877c-9769a8f95ce9,8efe2c4e-1258-4530-a461-e750f00d5192,native
65c670c6-2728-485b-877c-9769a8f95ce9,7987428a-4751-472e-88e2-5ff4598d5372,native
b72a2958-4393-48e6-8797-ccd937d69d1e,5b990b5c-5aaf-4f6f-b79e-fdb42b248999,conversational
